tags|dialogue_act
make###B-action the###B-refer woman###I-refer 's###O brightness###B-attribute -10###B-value|inform
can###O you###O change###B-action something###B-refer in###I-refer the###I-refer entire###I-refer image###I-refer ?###O|inform
make###B-action the###O contrast###B-attribute 70###B-value|inform
man###B-refer|inform
yes###O|affirm
woman###B-refer|inform
i###O want###O to###O edit###B-action the###B-refer woman###I-refer .###O|inform
yes###O|affirm
make###B-action the###O brightness###B-attribute -10###B-value|inform
fire###B-refer|inform
yes###O|affirm
saturation###B-attribute 80###B-value|inform
increas###B-action saturation###B-attribute|inform
yes###O|affirm
no###O|negate
contrast###B-attribute|inform
fireplace###B-refer|inform
yes###O|affirm
can###O you###O decrease###B-action the###O brightness###B-attribute of###O the###B-refer woman###I-refer on###I-refer the###I-refer left###I-refer 's###I-refer hands###I-refer|inform
no###O|negate
no###O just###O her###B-refer hands###I-refer|negate
yes###O|affirm
yes###O|affirm
the###B-refer whole###I-refer picture###I-refer|inform
can###O you###O decrease###B-action the###O saturation###B-attribute of###O the###B-refer pink###I-refer umbrella###I-refer to###O -50###B-value|inform
can###O you###O edit###B-action the###B-refer woman###I-refer on###I-refer the###I-refer right###I-refer to###O also###O have###O a###O brightness###B-attribute of###O 20###B-value|inform
can###O you###O increase###B-action the###O brightness###B-attribute to###O 20###B-value ?###O|inform
no###O the###B-refer hands###I-refer holding###I-refer the###I-refer umbrella###I-refer|negate
motorcycle###B-refer|inform
-2###B-value|inform
saturation###B-attribute|inform
yes###O|affirm
contrast###B-attribute|inform
yes###O|affirm
yes###O|affirm
motorcycle###B-refer|inform
brightness###B-attribute|inform
lightness###B-attribute|inform
-2###B-value|inform
no###O|negate
motorcycle###B-refer|inform
these###O are###O 3###B-refer motorcycles###I-refer|inform
-2###B-value|inform
-2###B-value|inform
-2###B-value|inform
truck###B-refer|inform
yes###O|affirm
no###O|negate
motorcycle###B-refer|inform
motorcycle###B-refer|inform
yes###O|affirm
car###B-refer|inform
contrast###B-attribute|inform
motorcycle###B-refer|inform
yes###O|affirm
60###B-value|inform
hue###B-attribute|inform
yes###O|affirm
80###B-value|inform
the###B-refer man###I-refer|inform
brightness###B-attribute 70###B-value|inform
his###B-refer eyebrows###I-refer|inform
contrast###B-attribute|inform
his###B-refer eyebrows###I-refer|inform
yes###O|affirm
the###B-refer red###I-refer bottle###I-refer|inform
no###O|negate
yes###O|affirm
sausage###B-refer|inform
yes###O|affirm
lightness###B-attribute to###O 40###B-value|inform
set###B-action the###O saturation###B-attribute to###O 30###B-value|inform
the###B-refer bottle###I-refer with###I-refer the###I-refer green###I-refer cap###I-refer|inform
the###B-refer ketchup###I-refer|inform
mayonnaise###B-refer|inform
yes###O|affirm
whole###B-refer|inform
50###B-value|inform
nice###O|affirm
brightness###B-attribute|inform
contrust###B-attribute|inform
very###O nice###O|affirm
outlook###B-refer|inform
nature###B-refer pictures###I-refer|inform
whole###B-refer objects###I-refer|inform
attractive###O colour###B-attribute|inform
contrast###B-attribute|inform
fastfood###B-refer|inform
yes###O correct###O|affirm
hue###B-attribute|inform
object###B-refer whole###I-refer|inform
yes###O|affirm
brightness###B-attribute|inform
correct###O|affirm
yes###O|affirm
80###B-value|inform
outlook###B-refer|inform
brightness###B-attribute|inform
outlook###B-refer|inform
20###B-value|inform
no###O|negate
correct###O|affirm
yes###O current###B-refer region###I-refer image###I-refer|affirm
yes###O|affirm
side###B-refer look###I-refer|inform
yes###O|affirm
side###B-refer|inform
lightness###B-attribute|inform
bye###O|inform
yes###O|affirm
it###O 's###O done###O for###O now###O .###O thanks###O .###O|affirm
yes###O|affirm
thank###O you###O !###O|affirm
no###O ,###O the###O previous###O one###O !###O|negate
no###O|negate
hi###O ,###O what###O is###O current###O brightness###B-attribute level###O of###O the###B-refer image###I-refer ?###O|inform
yes###O ,###O can###O you###O reduce###B-action its###B-refer lightness###B-attribute to###O 30###B-value ?###O|affirm
yes###O|affirm
no###O|negate
can###O you###O reduce###B-action the###O lightness###B-attribute of###O the###B-refer same###I-refer image###I-refer ?###O|inform
make###B-action it###O 80###B-value .###O|inform
make###B-action the###O saturation###B-attribute level###O of###O the###B-refer previous###I-refer image###I-refer -20###B-value .###O|inform
70###B-value|inform
yes###O|affirm
100###B-value|inform
yes###O|affirm
could###O you###O increase###B-action the###O brightness###B-attribute ?###O|inform
80###B-value|inform
the###B-refer elephant###I-refer on###I-refer the###I-refer left###I-refer|inform
brightness###B-attribute|inform
saturation###B-attribute|inform
hue###B-attribute|inform
yes###O|affirm
nice###O|inform
the###B-refer elephant###I-refer on###I-refer the###I-refer right###I-refer|inform
the###B-refer elephant###I-refer in###I-refer the###I-refer middle###I-refer|inform
yes###O|affirm
the###B-refer parking###I-refer meter###I-refer|inform
50###B-value|inform
no###O|negate
can###O you###O make###B-action the###B-refer yellow###I-refer poles###I-refer less###O bright###O ?###O|inform
can###O you###O make###B-action the###B-refer image###I-refer brighter###O ?###O|inform
brightness###B-attribute|inform
brightness###B-attribute|inform
make###B-action the###B-refer car###I-refer less###O bright###B-attribute|inform
-50###B-value|inform
it###O is###O not###O .###O|negate
no###O|negate
yellow###B-refer pole###I-refer|inform
no###O|negate
yes###O|affirm
30###B-value|inform
the###B-refer chicken###I-refer|inform
yes###O|affirm
the###B-refer chicken###I-refer|inform
saturation###B-attribute|inform
lightness###B-attribute|inform
yes###O|affirm
chicken###B-refer|inform
grass###B-refer|inform
-20###B-value|inform
yes###O|affirm
6###B-value|inform
brightness###B-attribute|inform
the###B-refer grass###I-refer|inform
no###O|negate
brighten###B-action up###O the###B-refer chicken###I-refer|inform
no###O|negate
the###B-refer leaves###I-refer|inform
yes###O|affirm
adjust###B-action brighness###B-attribute 10###B-value on###O the###B-refer train###I-refer|inform
the###B-refer man###I-refer|inform
no###O|negate
no###O|negate
no###O|negate
no###O|negate
change###B-action hue###B-attribute to###O 25###B-value|inform
the###B-refer whole###I-refer picture###I-refer|inform
the###B-refer sky###I-refer|inform
the###B-refer train###I-refer|inform
yes###O|affirm
no###O|negate
adjust###B-action saturation###B-attribute on###O the###B-refer train###I-refer to###O 30###B-value|inform
adjust###B-action brightness###B-attribute to###O 45###B-value on###O the###B-refer man###I-refer|inform
yes###O|affirm
the###B-refer ground###I-refer|inform
trains###B-refer|inform
adjust###B-action brightness###B-attribute to###O 10###B-value|inform
no###O|negate
100###B-value|inform
yes###O|affirm
yes###O|affirm
yes###O|affirm
change###B-action the###B-refer goat###I-refer 's###I-refer contrast###B-attribute|inform
change###B-action the###B-refer baby###I-refer goat###I-refer 's###I-refer hue###B-attribute|inform
make###B-action the###B-refer rock###I-refer 's###O brightness###B-attribute higher###O|inform
change###B-action the###B-refer rock###I-refer 's###O lightness###B-attribute|inform
no###O|negate
make###B-action the###B-refer goat###I-refer 's###I-refer brightness###B-attribute higher###O|inform
40###B-value|inform
100###B-value|inform
it###O is###O vegtables###B-refer in###I-refer a###I-refer pot###I-refer|inform
yes###O|affirm
adjust###B-action the###O saturation###B-attribute|inform
adjust###B-action contrast###B-attribute|inform
+50###B-value|inform
it###O is###O chopped###B-refer vegtables###I-refer|inform
there###O is###O a###O wood###B-refer spoon###I-refer in###I-refer the###I-refer pot###I-refer also###O|inform
no###O|negate
yes###O|affirm
+70###B-value|inform
contrast###B-attribute|inform
yes###O|affirm
no###O|negate
50###B-value|inform
edit###B-action the###B-refer lights###I-refer .###O|inform
red###O|inform
50###B-value|inform
edit###B-action building###B-refer|inform
light###B-refer|inform
edit###B-action it###O .###O|inform
yes###O|affirm
yes###O|affirm
edit###B-action sky###B-refer|inform
edit###B-action lights###B-refer|inform
edit###B-action street###B-refer lights###I-refer|inform
edit###B-action sign###B-refer|inform
edit###B-action the###B-refer light###I-refer|inform
edit###B-action street###B-refer|inform
edit###B-action light###B-refer|inform
brightness###B-attribute|inform
no###O|negate
select###B-action sail###B-refer|inform
yes###O|affirm
hue###B-attribute|inform
30###B-value|inform
select###B-action sailboat###B-refer|inform
yes###O|affirm
lightness###B-attribute|inform
lighten###B-action sailboat###B-refer .###O|inform
-50###B-value|inform
-80###B-value|inform
the###B-refer woman###I-refer|inform
the###B-refer painting###I-refer|inform
yes###O|affirm
yes###O|affirm
laptop###B-refer|inform
hue###B-attribute|inform
hi###O|inform
yes###O|affirm
the###B-refer laptop###I-refer|inform
lightness###B-attribute|inform
the###B-refer woman###I-refer|inform
computer###B-refer|inform
no###O|negate
0###B-value|inform
no###O|negate
make###B-action her###B-refer sweater###I-refer ligher###O|inform
25###B-value|inform
good###O|affirm
the###B-refer sky###I-refer|inform
yes###O|affirm
brightness###B-attribute|inform
great###O|affirm
sky###B-refer|inform
brightness###B-attribute|inform
no###O|negate
yes###O|affirm
the###B-refer right###I-refer bus###I-refer|inform
edit###B-action the###B-refer bus###I-refer|inform
20###B-value|inform
yes###O it###O 's###O a###B-refer bike###I-refer|affirm
25###B-value|inform
-25###B-value|inform
motorcycle###B-refer|inform
yes###O|affirm
how###O are###O you###O ?###O|inform
increase###B-action contrast###B-attribute|inform
yes###O|affirm
yes###O|affirm
lightness###B-attribute|inform
yes###O|affirm
yes###O|affirm
no###O|negate
20###B-value|inform
duck###B-refer|inform
contract###O|inform
edit###B-action contrast###B-attribute|inform
duck###B-refer|inform
the###B-refer ducks###I-refer|inform
30###B-value|inform
brightness###B-attribute|inform
yes###O|affirm
edit###B-action this###B-refer image###I-refer|inform
water###B-refer|inform
fully###O|inform
0###B-value|inform
dog###B-refer|inform
50###B-value|inform
lower###B-action brightness###B-attribute|inform
brown###B-refer dog###I-refer|inform
yes###O|affirm
yes###O|affirm
brightness###B-attribute|inform
lower###B-action brightness###B-attribute|inform
no###O|negate
no###O|negate
green###B-refer couch###I-refer|inform
brown###B-refer dog###I-refer|inform
brown###B-refer dog###I-refer|inform
dog###B-refer|inform
turn###B-action down###O brightness###B-attribute|inform
yes###O|affirm
lightness###B-attribute|inform
done###O|inform
3###B-value|inform
5###B-value|inform
yes###O|affirm
yes###O|affirm
saturation###B-attribute|inform
thats###O correct###O|affirm
-3###B-value|inform
great###O job###O|affirm
decrease###B-action the###O contrast###B-attribute of###O the###B-refer man###I-refer on###I-refer the###I-refer left###I-refer|inform
no###O|negate
yes###O|affirm
yes###O|affirm
yes###O|affirm
increase###B-action the###O saturation###B-attribute on###O the###B-refer horse###I-refer on###I-refer the###I-refer right###I-refer by###O 40###B-value|inform
increase###B-action the###O saturation###B-attribute on###O the###B-refer horse###I-refer on###I-refer the###I-refer left###I-refer by###O 20###B-value|inform
decrease###B-action the###O lightness###B-attribute of###O the###B-refer image###I-refer by###O -10###B-value|inform
decrease###B-action the###O contrast###B-attribute by###O -30###B-value on###O the###B-refer man###I-refer on###I-refer the###I-refer right###I-refer|inform
yes###O|affirm
-30###B-value|inform
75###B-value|inform
increase###B-action brightness###B-attribute of###O the###B-refer background###I-refer|inform
no###O|negate
yes###O|affirm
increase###B-action brightness###B-attribute of###O photo###B-refer|inform
65###B-value|inform
yes###O|affirm
increase###B-action brightness###B-attribute|inform
background###B-refer|inform
increase###B-action brightness###B-attribute of###O bicycle###B-refer|inform
contrast###B-attribute|inform
unicycle###B-refer|inform
-100###B-value|inform
the###B-refer unicycle###I-refer|inform
a###B-refer orange###I-refer|inform
the###B-refer orange###I-refer|inform
hue###B-attribute|inform
no###O|negate
the###B-refer cycle###I-refer|inform
no###O|negate
unicycle###B-refer|inform
yes###O|affirm
-100###B-value|inform
the###B-refer plant###I-refer|inform
yes###O|affirm
the###B-refer unicycle###I-refer|inform
no###O|negate
the###B-refer aeroplane###I-refer ,###O brightness###B-attribute +50###B-value|inform
an###B-refer aeroplane###I-refer|inform
yes###O|affirm
85###B-value|inform
yes###O|affirm
yes###O|affirm
the###B-refer aeroplane###I-refer|inform
brightness###B-attribute|inform
the###B-refer aroplane###I-refer ,###O ,###O brightness###B-attribute -20###B-value|inform
yes###O|affirm
the###B-refer aeroplane###I-refer ,###O ,###O ,###O brightness###B-attribute -60###B-value|inform
bag###B-refer|inform
edit###B-action saturation###B-attribute .###O|inform
yes###O .###O|affirm
yes###O|affirm
pouch###B-refer|inform
yes###O|affirm
there###O is###O clothing###B-refer in###O the###O image###O .###O|inform
30###B-value|inform
brightness###B-attribute|inform
the###B-refer tie###I-refer|inform
20###B-value|inform
make###B-action the###B-refer toothpaste###I-refer have###O more###O contrast###B-attribute .###O|inform
tooth###B-refer brush###I-refer|inform
no###O|negate
50###B-value|inform
yes###O|affirm
50###B-value|inform
make###B-action the###B-refer toothbrush###I-refer darker###O .###O|inform
yes###O|affirm
no###O|negate
how###O many###O toothbrushes###B-refer are###O in###O the###O image###O ?###O|inform
brightness###B-attribute|inform
no###O|negate
make###B-action the###B-refer toothpaste###I-refer brighter###O .###O|inform
sandwich###B-refer|inform
yes###O|affirm
change###B-action man###B-refer to###O saturation###B-attribute -20###B-value|inform
no###O|negate
hi###O !###O can###O you###O change###B-action the###O contrast###B-attribute to###O -50###B-value on###O the###B-refer sandwich###I-refer ?###O|inform
man###B-refer|inform
yes###O|affirm
man###B-refer|inform
man###B-refer hue###B-attribute +50###B-value|inform
yes###O|affirm
bread###B-refer|inform
no###O|negate
contrats###B-attribute|inform
40###B-value|inform
the###B-refer cats###I-refer|inform
yes###O|affirm
ys###O|affirm
yes###O|affirm
30###B-value|inform
contrast###B-attribute|inform
what###O is###O in###O the###B-refer images###I-refer ?###O|inform
cats###B-refer|inform
lightness###B-attribute|inform
lightly###O|inform
yes###O|affirm
yes###O|affirm
get###B-action bright###B-attribute|inform
bottom###B-refer one###I-refer|inform
just###O saturate###B-action|inform
just###O increase###B-action brightness###B-attribute|inform
-25###B-value|inform
50###B-value|inform
yes###O|affirm
brightness###B-attribute|inform
70###B-value|inform
70###B-value|inform
edit###B-action right###B-refer horse###I-refer|inform
delete###B-action|inform
thanks###O|affirm
saturation###B-attribute|inform
yes###O|affirm
saturation###B-attribute|inform
yes###O|affirm
can###O you###O crop###B-action out###O the###B-refer left###I-refer horse###I-refer|inform
